client_id,client_name,first_name,last_name,company_name,client_type,email,email_secondary,phone,phone_mobile,fax,address_line1,address_line2,city,state_province,postal_code,country,billing_address,created_on,modified_on,status,notes,credit_limit,payment_terms
CL-0362,Ryan Phillips,Ryan,Phillips,,person,ryan.phillips@example.com,,(943) 676-3266,1-352-540-8767,,7331 Oak Ave,,Columbus,OH,74168,AU,,17/09/23,,ACTIVE,,,15 days
CL-0363,TechBase,,,TechBase,corporation,legal@techbase.com,,763-391-9060,+1-700-855-8611,,1946 Lincoln St,Suite 258,Nashville,TN,66564,France,"1946 Lincoln St, Nashville, TN 66564",12/11/2019,30/01/2024,Active,,28370.93,
CL-0364,Ryan Lee,Ryan,Lee,,individual,ryan.lee@example.com,,(881) 662-7202,,,2182 Oak Blvd,,Austin,TX,16337,FR,,03-25-2023,2023-09-20,inactive,,36068.58,15 days
CL-0365,"Rivera, Kenneth",Kenneth,Rivera,,,kenneth.rivera@example.com,,+1-781-700-3535,,,1489 Lincoln Way,,San Jose,CA,52785,BR,"1489 Lincoln Way, San Jose, CA 52785",02/21/22,03-15-2023,ACTIVE,,,
CL-0366,InnovaTech,,,InnovaTech,,legal@innovatech.com,,+1 607 729 6781,+1 754 287 5254,,2500 Lincoln Ave,Suite 659,Milwaukee,WI,67992,Canada,"2500 Lincoln Ave, Milwaukee, WI 67992",01/12/21,,suspended,Legacy client record,41405.49,15 days
CL-0367,"Williams, Kenneth",Kenneth,Williams,,person,kenneth.williams_at_example.com,,+1-825-528-7364,+1-658-509-5082,,401 Main Dr,,Dallas,TX,26119,Canada,,08-06-2021,"June 10, 2023",active,,19922.87,COD
CL-0368,Steven Morales,Steven,Morales,,person,,,+1 866 530 3090,,,3289 Lincoln Dr,,Chicago,IL,75136,United Kingdom,"3289 Lincoln Dr, Chicago, IL 75136",29/12/2020,11/09/2024,,,,Net 30
CL-0369,"King, Ronald",Ronald,King,,individual,ronald.king@example.com,,+1-481-588-9581,434.271.5656,,3516 Main Way,,Jacksonville,FL,88781,India,,2019-02-24,,inactive,,,
CL-0370,"Lee, Joseph",Joseph,Lee,,individual,joseph.lee@example.com,,732 328 9254,,,228 Park Way,,Portland,OR,60262,United States,"228 Park Way, Portland, OR 60262","June 05, 2023",,active,,12622.08,15 days
CL-0371,Materials Inc Inc,,,Materials Inc Inc,,legal@materialsincinc.com,,+1-858-553-1113,345-988-2226,,4394 Oak St,,Albuquerque,NM,23421,JP,,11-28-2022,,,,14868.64,15 days
CL-0372,"Baker, Timothy",Timothy,Baker,,individual,timothy.baker@example.com,,962 705 2976,1-786-800-7674,,853 Main St,,Washington,DC,79885,Germany,"853 Main St, Washington, DC 79885",09/10/23,,Active,,,
CL-0373,Engineering Solutions LLC,,,Engineering Solutions LLC,,legal@engineeringsolutionsllc.com,,538.582.8949,+1-464-536-7223,,3275 Oak Blvd,,Seattle,WA,83456,Germany,,20 January 2019,,ACTIVE,,43647.32,
CL-0374,DataGrid,,,DataGrid,,legal@datagrid.com,,+1 310 889 3948,(522) 806-7287,,8778 Lincoln Blvd,,San Antonio,TX,11431,DE,,2018/09/17,30 November 2023,ACTIVE,,,
CL-0375,"Wilson, Charles",Charles,Wilson,,,charles.wilson@example.com,,+1-231-921-7763,,,5797 First Way,,Washington,DC,59835,CA,,13/08/2020,2024/08/27,suspended,Legacy client record,46590.01,15 days
CL-0376,"Martinez, Timothy",Timothy,Martinez,,person,timothy.martinez@example.com,,(909) 337-6403,,,3221 Lincoln Ave,,Detroit,MI,83254,JP,,04-17-2018,Unknown,ACTIVE,,,
CL-0377,TechGrid Ltd,,,TechGrid Ltd,corporation,legal@techgridltd.com,,1-507-489-6443,686-732-2909,,9587 First Dr,,Chicago,IL,82764,CA,"9587 First Dr, Chicago, IL 82764",02 March 2021,18/05/2023,active,,,
CL-0378,"Evans, Susan",Susan,Evans,,individual,susan.evans@example.com,,(917) 439-5162,801 994 5256,,9508 Main Ave,,Indianapolis,IN,26260,Japan,"9508 Main Ave, Indianapolis, IN 26260","August 26, 2021",,ACTIVE,,37845.8,15 days
CL-0379,"Mitchell, Daniel",Daniel,Mitchell,,,daniel.mitchell@example.com,,355-513-1888,303 729 1404,,1950 Washington Ave,,Detroit,MI,49934,BR,,10/04/2020,,inactive,,25476.32,30 days
CL-0380,"Wilson, Lisa",Lisa,Wilson,,,lisa.wilson@example.com,,500.554.4520,1-865-361-8013,,6661 Park Dr,,Charlotte,NC,93173,DE,,1900-01-01,08/13/23,inactive,Legacy client record,,
CL-0381,"Jones, Sarah",Sarah,Jones,,,,,+1 819 836 5775,,,5318 Main Way,Suite 827,San Diego,CA,59116,United States,,07/03/19,2023-08-17,,Legacy client record,40731.8,COD
CL-0382,"Smith, Betty",Betty,Smith,,person,,,279.679.8194,+1 219 353 6938,,4375 Second Blvd,,Chicago,IL,17961,Japan,,03-17-2019,05/04/2024,ACTIVE,,38600.27,Net 30
CL-0383,"Clark, Kenneth",Kenneth,Clark,,person,kenneth.clark@example.com,,239-861-1547,,,7616 Lincoln Ave,,Dallas,TX,21734,China,,"December 21, 2019","November 10, 2023",,Legacy client record,38593.21,30 days
CL-0384,"Robinson, Mary",Mary,Robinson,,,,,(373) 959-5407,,,1951 Main Way,Suite 456,Oklahoma City,OK,20131,United States,,30/05/2018,2024-03-05,suspended,,11121.81,Net 30
CL-0385,CyberTech Corp,,,CyberTech Corp,corporation,legal@cybertechcorp.com,,1-540-733-3057,+1 303 700 1224,,3198 Washington Blvd,,Houston,TX,61529,GB,"3198 Washington Blvd, Houston, TX 61529",2019/10/06,,active,Legacy client record,48611.2,15 days
CL-0386,Kevin Wilson,Kevin,Wilson,,person,,,+1-231-541-1654,+1-878-485-5139,,5248 Lincoln Dr,,Memphis,TN,27343,DE,"5248 Lincoln Dr, Memphis, TN 27343",24/02/2021,,ACTIVE,Legacy client record,41871.46,Net 30
CL-0387,"Johnson, Karen",Karen,Johnson,,person,,,269 260 5619,1-270-305-4427,,1743 Park Dr,,Fort Worth,TX,20982,UK,,2023/09/11,26/01/2023,inactive,,13027.61,30 days
CL-0388,"Miller, William",William,Miller,,,,,1-216-777-1659,+1-238-525-9819,,6384 Oak St,,Austin,TX,57180,Australia,"6384 Oak St, Austin, TX 57180",03/15/2018,,ACTIVE,,33381.63,COD
CL-0389,"Thomas, Elizabeth",Elizabeth,Thomas,,individual,elizabeth.thomas@example.com,,505-430-5367,535-258-8212,,4400 Oak St,Suite 138,Columbus,OH,37836,DE,"4400 Oak St, Columbus, OH 37836",07/04/2022,10/11/24,ACTIVE,,23913.82,COD
CL-0390,"Parker, Linda",Linda,Parker,,person,,,1-986-984-1462,+1 589 534 5589,,1964 Main Dr,Suite 703,Chicago,IL,61517,FR,"1964 Main Dr, Chicago, IL 61517",03 January 2020,,Active,Legacy client record,22606.03,
CL-0391,Construction Tech,,,Construction Tech,company,,,+1-896-566-7862,572-950-6840,,1798 Main Blvd,,New York,NY,42190,India,,12/11/21,27-05-2024,ACTIVE,,32184.12,
CL-0392,Energy Solutions Inc,,,Energy Solutions Inc,corporation,legal@energysolutionsinc.com,,+1-665-909-9726,,240-642-6082,349 Oak Way,Suite 402,New York,NY,44645,AU,,2021/01/29,"March 18, 2024",active,,,15 days
CL-0393,"Baker, Timothy",Timothy,Baker,,person,timothy.baker@example.com,,252-239-5862,+1 619 731 9150,,6652 Second Way,,Memphis,TN,70052,Brazil,"6652 Second Way, Memphis, TN 70052",18/10/2023,2024/09/04,Active,Legacy client record,21095.5,
CL-0394,"Robinson, Betty",Betty,Robinson,,,betty.robinson@example.com,,1-758-347-3130,,+1-468-852-5233,719 Park St,Suite 865,Boston,MA,95168,JP,,"June 30, 2022",14 March 2023,,,31606.88,
CL-0395,"Stewart, Andrew",Andrew,Stewart,,individual,andrew.stewart@example.com,,634 737 9857,,404 728 2315,4468 First Way,,San Diego,CA,19146,France,"4468 First Way, San Diego, CA 19146",21-11-2018,2024-02-16,ACTIVE,,22584.7,15 days
CL-0396,TechPro,,,TechPro,company,legal@techpro.com,,1-561-313-6283,517-376-9295,,2537 Washington Blvd,Suite 291,Seattle,WA,81338,Canada,"2537 Washington Blvd, Seattle, WA 81338",04/11/2023,,Active,,39422.56,
CL-0397,"Campbell, Nancy",Nancy,Campbell,,individual,,,+1 561 783 9088,,+1-980-422-1181,9858 Lincoln St,,Albuquerque,NM,83957,Deutschland,"9858 Lincoln St, Albuquerque, NM 83957",2023/07/05,,inactive,Legacy client record,21741.29,
CL-0398,"Martin, Charles",Charles,Martin,,person,charles.martin@example.com,,202 830 6825,,(501) 781-3092,7264 Main Dr,,Memphis,TN,61214,China,,04 May 2021,00/00/0000,,,,COD
CL-0399,HealthTech Ltd,,,HealthTech Ltd,,legal@healthtechltd.com,,288.537.5059,+1 414 551 3879,,6038 Park Blvd,,Albuquerque,NM,22893,IN,,02-03-2019,,,,,COD
CL-0400,"Lewis, Mark",Mark,Lewis,,person,mark.lewis_at_example.com,,773.543.3447,832 316 2393,,2423 First St,,Baltimore,MD,37683,Australia,,11/22/22,,,Legacy client record,,30 days
CL-0401,"Perez, Deborah",Deborah,Perez,,person,,,(328) 817-9672,+1 543 677 4247,,5893 Oak Ave,,Fort Worth,TX,74101,USA,,11/07/2019,,inactive,,38034.25,
CL-0402,InnovateX,,,InnovateX,company,legal@innovatex.com,,N/A,864-449-7748,(349) 880-4983,6829 Second Blvd,,Chicago,IL,39122,FR,"6829 Second Blvd, Chicago, IL 39122",11-25-2020,06/08/2023,Active,Legacy client record,35517.79,30 days
CL-0403,"Gomez, Timothy",Timothy,Gomez,,,timothy.gomez@example.com,,509-371-5202,(412) 603-5799,,4048 Park Blvd,,Philadelphia,PA,69768,Deutschland,"4048 Park Blvd, Philadelphia, PA 69768",05-24-2021,,inactive,,41039.46,15 days
CL-0404,"Murphy, David",David,Murphy,,individual,david.murphy@example.com,,(253) 393-2256,,,8563 Park Way,Suite 590,Denver,CO,91134,Germany,,"July 25, 2021",,inactive,Legacy client record,17230.48,Net 30
CL-0405,"Lopez, Ronald",Ronald,Lopez,,person,ronald.lopez@example.com,,900.220.9714,,,2587 Lincoln Dr,,Dallas,TX,18756,United Kingdom,"2587 Lincoln Dr, Dallas, TX 18756",10-14-2022,03/04/23,ACTIVE,Legacy client record,3234.98,COD
CL-0406,"Roberts, Robert",Robert,Roberts,,person,robert.roberts@example.com,,987-434-2151,,+1-782-888-5879,2018 Washington Way,,Oklahoma City,OK,87290,JP,,2021-11-08,2024-06-15,Active,,,
CL-0407,Industrial Systems,,,Industrial Systems,,legal@industrialsystems.com,,306 596 9101,,+1 766 370 9917,4817 Park Ave,Suite 220,Boston,MA,51066,India,"4817 Park Ave, Boston, MA 51066",12-07-2023,10/06/24,,Legacy client record,,
CL-0408,Daniel Phillips,Daniel,Phillips,,,daniel.phillips@example.com,,+1 422 886 5640,(304) 985-7358,,6693 Second St,,Austin,TX,69007,Canada,,08/10/2018,01/11/24,active,,40535.16,30 days
CL-0409,"Miller, Brian",Brian,Miller,,individual,brian.miller@example.com,,+1 526 532 7236,+1-655-913-3571,735-854-3346,254 Washington Ave,,Boston,MA,85493,France,,04/06/20,,active,,49531.38,COD
CL-0410,"Miller, Thomas",Thomas,Miller,,individual,thomas.miller@example.com,,393.219.5189,,,4229 Washington Way,,Dallas,TX,31417,UK,,24/01/21,,ACTIVE,,20372.02,30 days
CL-0411,InfoSys Corp,,,InfoSys Corp,corporation,legal@infosyscorp.com,,1-796-901-7506,,,6855 Oak Way,,Nashville,TN,41407,DE,,2021/06/04,,ACTIVE,,49040.98,
CL-0412,"Moore, Helen",Helen,Moore,,individual,helen.moore@example.com,,+1 757 400 6365,+1 737 698 2974,,9569 Oak Ave,,Philadelphia,PA,71552,United Kingdom,,06/26/20,,suspended,Legacy client record,18591.36,15 days
CL-0413,Kenneth Nguyen,Kenneth,Nguyen,,person,kenneth.nguyen@example.com,,1-346-787-7804,352-537-4884,,8412 Oak Blvd,,New York,NY,52841,CN,,29-03-2021,2024-07-18,ACTIVE,,,15 days
CL-0414,"Garcia, Kevin",Kevin,Garcia,,individual,kevin.garcia@example.com,,549-793-5428,,,7523 Park St,,Fort Worth,TX,39675,AU,"7523 Park St, Fort Worth, TX 39675",25/12/2019,05-28-2023,inactive,,24329.13,30 days
CL-0415,"Baker, Barbara",Barbara,Baker,,individual,barbara.baker@example.com,,+1 427 487 5424,557.318.9350,,4290 Second Ave,Suite 227,Washington,DC,22421,China,,2023-10-24,19/01/2023,,,28452.47,15 days
CL-0416,"Diaz, Andrew",Andrew,Diaz,,person,andrew.diaz@example.com,,+1-315-451-2994,(542) 948-4477,,3616 Second Ave,,El Paso,TX,56273,CA,"3616 Second Ave, El Paso, TX 56273",26/11/18,"October 04, 2024",ACTIVE,,1310.94,Net 30
CL-0417,Laura Wright,Laura,Wright,,individual,laura.wright@example.com,,981 430 1807,945 909 2188,,9584 Lincoln St,Suite 822,Philadelphia,PA,27396,Japan,,01/01/2022,2023/09/26,Active,,35033.91,
CL-0418,Jessica Mitchell,Jessica,Mitchell,,person,jessica.mitchell@example.com,,+1 593 595 9729,,739.265.2610,7456 Park Blvd,,San Antonio,TX,65157,France,,07/18/18,,inactive,,1947.49,
CL-0419,Kenneth Diaz,Kenneth,Diaz,,,kenneth.diaz@example.com,,(735) 788-7825,+1-943-603-8879,,4894 Main Dr,Suite 479,Portland,OR,22953,Australia,,2022-10-07,,active,,47053.85,COD
CL-0420,Daniel Nguyen,Daniel,Nguyen,,individual,daniel.nguyen@example.com,,1-881-608-2782,(292) 333-8845,819-966-7574,7326 Park Ave,,Denver,CO,21299,USA,,12/03/21,,ACTIVE,,5972.72,15 days
CL-0421,"Phillips, Susan",Susan,Phillips,,person,susan.phillips_at_example.com,,1-860-416-3835,,,5243 First St,,Oklahoma City,OK,50903,USA,,07-02-2021,19/06/24,active,,12056.03,COD
CL-0422,Engineering Solutions,,,Engineering Solutions,,legal@engineeringsolutions.com,,299-237-8870,,824-484-8493,5503 Oak Ave,,San Francisco,CA,20639,Australia,,23 January 2023,,ACTIVE,,25913.28,COD
CL-0423,"Brown, Jacob",Jacob,Brown,,individual,jacob.brown@example.com,,675.836.9933,+1-236-717-2802,,4649 Main Way,Suite 256,Austin,TX,39364,GB,"4649 Main Way, Austin, TX 39364",00/00/0000,10-11-2024,inactive,,,COD
CL-0424,"Brown, Karen",Karen,Brown,,person,karen.brown@example.com,,+1 220 688 1388,,,3701 Washington Dr,,New York,NY,88406,IN,"3701 Washington Dr, New York, NY 88406",2023/02/22,29 September 2023,active,,,
CL-0425,"Perez, Nancy",Nancy,Perez,,,,,417 858 6087,1-609-616-2570,+1-494-533-9403,6571 Oak Way,,Dallas,TX,66361,United Kingdom,,15-06-2019,07/06/23,active,,,15 days
CL-0426,"Jackson, Gary",Gary,Jackson,,individual,gary.jackson@example.com,,+1 329 280 9445,1-227-884-4126,,1310 Main Dr,,Los Angeles,CA,58621,Brazil,,10 March 2023,15/07/24,Active,,35828.47,
CL-0427,"Murphy, Anthony",Anthony,Murphy,,,anthony.murphy@example.com,,1-414-603-5431,+1 685 274 6509,,6215 Main Blvd,Suite 291,Austin,TX,75385,United Kingdom,,04/07/2018,11/24/2024,inactive,,41751.08,
CL-0428,"Flores, Lisa",Lisa,Flores,,person,lisa.flores@example.com,,(962) 337-1095,,+1 994 265 8025,3148 Park Way,,Memphis,TN,70451,CA,,09/16/22,,inactive,,,30 days
CL-0429,TechVision Inc,,,TechVision Inc,corporation,legal@techvisioninc.com,,894.425.1381,842-776-3539,,7471 Second Dr,,Los Angeles,CA,88299,BR,"7471 Second Dr, Los Angeles, CA 88299",2021-06-10,31/08/2023,Active,,41450.15,COD
CL-0430,"Turner, Jacob",Jacob,Turner,,person,jacob.turner@example.com,,238-451-1640,356.648.1696,,3345 Second St,,Charlotte,NC,52675,FR,"3345 Second St, Charlotte, NC 52675",09-13-2022,06/05/23,active,,47835.52,15 days
CL-0431,TechWorld,,,TechWorld,corporation,legal@techworld.com,,(669) 731-8210,481 486 1523,,930 Washington St,,Columbus,OH,38609,CN,,"July 08, 2018",,inactive,Legacy client record,47718.26,15 days
CL-0432,"Nelson, Michelle",Michelle,Nelson,,,michelle.nelson@example.com,,+1-837-792-4280,,,5825 Second Blvd,,Detroit,MI,96836,BR,,"January 27, 2023","January 14, 2023",ACTIVE,,10798.95,Net 30
CL-0433,"Johnson, Helen",Helen,Johnson,,person,helen.johnson@example.com,,639.803.1276,,,3465 Second Way,Suite 780,Austin,TX,74259,Brazil,"3465 Second Way, Austin, TX 74259",07 April 2018,06/27/23,ACTIVE,,25439.12,COD
CL-0434,"Phillips, Helen",Helen,Phillips,,person,,,(555) 421-3119,919 555 9020,,8952 Park Way,Suite 234,San Jose,CA,16011,Brazil,"8952 Park Way, San Jose, CA 16011",07 September 2019,,,,43593.37,COD
CL-0435,InnovaTech,,,InnovaTech,,legal@innovatech.com,,+1 349 577 1339,486.804.1435,,5621 Lincoln Dr,,Philadelphia,PA,87836,Canada,,26/09/2022,,,,2578.75,
CL-0436,"Clark, Helen",Helen,Clark,,person,helen.clark@example.com,,(794) 447-4230,,,8946 Lincoln Dr,,Los Angeles,CA,61493,IN,"8946 Lincoln Dr, Los Angeles, CA 61493",2020-12-03,06/05/24,ACTIVE,Legacy client record,14726.74,Net 30
CL-0437,Jennifer Harris,Jennifer,Harris,,person,jennifer.harris@example.com,,+1-853-516-1187,+1 355 358 4420,,8490 Washington Ave,,Jacksonville,FL,78550,DE,,2020/03/19,11/22/2023,active,,48496.95,COD
CL-0438,TechGrid Ltd,,,TechGrid Ltd,corporation,legal@techgridltd.com,,+1-564-462-1722,,,5025 Second St,,Los Angeles,CA,33285,Australia,"5025 Second St, Los Angeles, CA 33285",30-05-2023,,ACTIVE,,35221.05,Net 30
CL-0439,"Sanchez, Jacob",Jacob,Sanchez,,individual,jacob.sanchez@example.com,,(653) 957-2696,(559) 269-8424,1-388-381-3951,2046 Lincoln St,,San Jose,CA,26007,CN,"2046 Lincoln St, San Jose, CA 26007",30/11/19,04/20/24,suspended,,1027.66,Net 30
CL-0440,"Smith, Karen",Karen,Smith,,individual,karen.smith@example.com,,901 399 1681,,,7962 Oak Way,Suite 260,Phoenix,AZ,89015,BR,"7962 Oak Way, Phoenix, AZ 89015",10/21/2023,,ACTIVE,Legacy client record,35106.45,COD
CL-0441,"Thomas, Matthew",Matthew,Thomas,,person,matthew.thomas@example.com,,(556) 693-7121,,,6281 Second Blvd,,Denver,CO,53619,BR,,08/18/19,10/02/2023,suspended,,,Net 30
CL-0442,"Nelson, Betty",Betty,Nelson,,person,,,+1-479-244-1459,,,2968 Oak Way,,Jacksonville,FL,57848,Japan,,2019/01/25,16/08/24,ACTIVE,,28684.34,15 days
CL-0443,Michael Roberts,Michael,Roberts,,individual,michael.roberts@example.com,,1-712-437-5929,,,8222 Second Blvd,,San Francisco,CA,66896,GB,"8222 Second Blvd, San Francisco, CA 66896",22/03/23,,suspended,,16539.65,
CL-0444,TechGrid LLC,,,TechGrid LLC,corporation,legal@techgridllc.com,,327.815.6730,535.455.1445,,9915 First Blvd,,Washington,DC,91470,GB,,03/02/19,,Active,,,
CL-0445,"Roberts, Lisa",Lisa,Roberts,,,lisa.roberts@example.com,,+1-518-335-8199,,,1364 Washington Ave,,Milwaukee,WI,47752,Deutschland,,2021-11-09,,,Legacy client record,38017.71,Net 30
CL-0446,Energy Solutions Inc,,,Energy Solutions Inc,company,,,328-682-7660,,,7946 Second Dr,,Los Angeles,CA,78756,Australia,,TBD,"May 20, 2024",active,,43563.78,COD
CL-0447,SystemsPlus Corp,,,SystemsPlus Corp,company,legal@systemspluscorp.com,,+1-708-504-2602,+1 643 890 8970,,3186 Second Blvd,,Indianapolis,IN,82053,France,"3186 Second Blvd, Indianapolis, IN 82053",26 March 2022,"July 15, 2023",active,,34290.37,
CL-0448,TechPro,,,TechPro,,legal@techpro.com,,784 832 4923,1-852-594-4447,,6232 Second Dr,Suite 909,New York,NY,16647,CA,,02/04/2018,30/01/2024,ACTIVE,Legacy client record,,Net 30
CL-0449,CyberSoft,,,CyberSoft,company,legal@cybersoft.com,,277 977 5072,333.271.1646,+1 507 919 4012,5417 Second St,,Boston,MA,84124,Japan,,04/07/2019,08-08-2024,active,,29101.24,COD
CL-0450,"Rodriguez, John",John,Rodriguez,,,,,1-821-753-9374,,,3145 Lincoln Way,,Oklahoma City,OK,78183,China,"3145 Lincoln Way, Oklahoma City, OK 78183",21-12-2019,26/09/2023,Active,,41636.7,
CL-0451,DataCore Inc,,,DataCore Inc,,legal@datacoreinc.com,,518.961.3923,+1 751 865 6650,,3595 First Dr,Suite 608,Philadelphia,PA,81552,Japan,"3595 First Dr, Philadelphia, PA 81552",02-25-2023,2023-11-17,,,17715.85,30 days
CL-0452,Daniel Lopez,Daniel,Lopez,,person,daniel.lopez@example.com,,+1-885-385-7657,419.903.4966,+1 427 327 2618,8546 Main Dr,,Austin,TX,37388,China,,2020-09-24,,suspended,,,COD
CL-0453,"Rodriguez, Kevin",Kevin,Rodriguez,,individual,kevin.rodriguez@example.com,,(814) 433-6436,606-650-7131,,6012 First St,Suite 484,Washington,DC,80646,CA,"6012 First St, Washington, DC 80646","November 14, 2020",03-15-2024,,,43306.8,15 days
CL-0454,"Nelson, Jeffrey",Jeffrey,Nelson,,individual,jeffrey.nelson@example.com,,1-720-361-6898,,550-710-1363,9533 First Dr,,Baltimore,MD,16023,IN,,"September 16, 2020",,Active,,46471.55,
CL-0455,"Carter, John",John,Carter,,person,,,568 633 9458,+1 367 363 5992,,8653 Washington Way,Suite 760,Boston,MA,85407,US,,07/08/2020,,,Legacy client record,,
CL-0456,SystemCore,,,SystemCore,,legal@systemcore.com,,917 880 7498,,,9064 Washington Ave,,Seattle,WA,34004,JP,"9064 Washington Ave, Seattle, WA 34004",2021-12-03,11/17/24,Active,,,COD
CL-0457,"Thompson, Thomas",Thomas,Thompson,,person,,,1-228-802-7302,(843) 952-3713,,3479 Park Way,,Fort Worth,TX,52387,USA,,"April 24, 2019",,active,,,Net 30
CL-0458,SmartSystems Corp,,,SmartSystems Corp,,legal@smartsystemscorp.com,,640.595.9979,,,2126 Park Blvd,,Los Angeles,CA,24651,Deutschland,,27/08/21,,suspended,,,
CL-0459,"Edwards, Daniel",Daniel,Edwards,,person,daniel.edwards@example.com,,902.569.9976,475-417-5844,,1128 First St,Suite 335,Albuquerque,NM,17862,FR,"1128 First St, Albuquerque, NM 17862","March 22, 2022",,inactive,Legacy client record,38797.48,30 days
CL-0460,"Collins, Sharon",Sharon,Collins,,,,,732-423-7381,1-311-447-9728,,2043 Park St,Suite 835,Nashville,TN,66770,DE,"2043 Park St, Nashville, TN 66770",12/12/19,30-04-2023,inactive,,,15 days
CL-0461,"Thomas, Robert",Robert,Thomas,,,,,803 827 6635,397.248.1944,,5492 Second Ave,Suite 888,Albuquerque,NM,29611,Deutschland,,07/18/21,,inactive,,1064.86,Net 30
CL-0462,Karen Stewart,Karen,Stewart,,,karen.stewart@example.com,,499 589 6953,,,3323 Oak Ave,,Washington,DC,74142,Australia,,2022-05-08,,inactive,,44449.37,
CL-0463,"Hernandez, Linda",Linda,Hernandez,,person,linda.hernandez@example.com,,1-338-695-3889,1-536-659-8188,,6030 Second Way,,San Jose,CA,15660,US,"6030 Second Way, San Jose, CA 15660",02/24/22,,ACTIVE,,32749.18,
CL-0464,Donna Williams,Donna,Williams,,individual,donna.williams@example.com,,+1 530 440 4044,,,6219 Main Way,,Charlotte,NC,66815,France,,04 September 2023,,active,,33675.26,
CL-0465,Patricia Murphy,Patricia,Murphy,,person,patricia.murphy@example.com,,(277) 837-4159,1-558-734-7575,,2504 Lincoln Way,Suite 403,San Jose,CA,96580,DE,,06/19/2022,,active,,36170.92,
CL-0466,"Harris, Ruth",Ruth,Harris,,person,ruth.harris@example.com,,320 997 1689,1-991-600-1863,,4150 First St,,Los Angeles,CA,77718,China,"4150 First St, Los Angeles, CA 77718",13/02/2018,,ACTIVE,,43046.48,
CL-0467,Construction Tech,,,Construction Tech,company,legal@constructiontech.com,,627 817 2994,1-686-954-5623,,6540 Lincoln Blvd,Suite 678,Milwaukee,WI,85772,BR,,2019/04/21,2024/02/27,active,Legacy client record,43448.83,
CL-0468,HealthTech Inc,,,HealthTech Inc,corporation,legal@healthtechinc.com,,1-347-773-8045,+1-890-398-5050,,3121 Lincoln Way,Suite 235,El Paso,TX,24454,JP,,05/14/18,"July 31, 2023",,Legacy client record,9275.43,
CL-0469,Richard Harris,Richard,Harris,,,richard.harris@example.com,,600-272-4663,+1-739-332-4743,+1 306 656 9631,2720 Main St,,Phoenix,AZ,50418,USA,"2720 Main St, Phoenix, AZ 50418",13/11/22,24/12/23,suspended,,,Net 30
CL-0470,"Adams, Joseph",Joseph,Adams,,person,joseph.adams@example.com,,(288) 884-7818,,,324 Lincoln Blvd,Suite 540,Memphis,TN,21670,BR,"324 Lincoln Blvd, Memphis, TN 21670",05 October 2020,,ACTIVE,,4477.65,COD
CL-0471,"Adams, Nancy",Nancy,Adams,,person,nancy.adams@example.com,,+1 857 283 6324,+1 513 266 9448,,6761 First Dr,,Phoenix,AZ,29261,Australia,,00/00/0000,2024-07-11,inactive,,32454.36,
CL-0472,"Clark, Karen",Karen,Clark,,individual,karen.clark@example.com,,+1 850 769 9098,+1 864 764 8899,+1-634-508-2692,4155 Main Ave,Suite 463,Charlotte,NC,88281,US,,04/25/22,11/07/23,active,Legacy client record,13046.86,30 days
CL-0473,"Sanchez, Sarah",Sarah,Sanchez,,person,sarah.sanchez@example.com,,768 747 5410,281 791 1393,,2478 Oak Ave,,Charlotte,NC,28349,Brazil,,21-01-2018,2023-10-24,,Legacy client record,,COD
CL-0474,"Jones, Donald",Donald,Jones,,,donald.jones@example.com,,569 700 4981,,528 699 1793,10 Main Way,,Los Angeles,CA,68181,United States,,01/22/2023,30/07/23,Active,,11445.83,
CL-0475,"Phillips, Betty",Betty,Phillips,,person,betty.phillips@example.com,,(620) 999-9628,639 964 5047,,2816 Main Blvd,Suite 457,Denver,CO,77036,UK,"2816 Main Blvd, Denver, CO 77036",01-03-2019,15 August 2024,active,Legacy client record,3671.54,15 days
CL-0476,Automotive Parts Inc Ltd,,,Automotive Parts Inc Ltd,,legal@automotivepartsincltd.com,,+1 777 770 5098,,,519 Main St,Suite 297,New York,NY,40487,United States,,09/09/2020,10/12/23,inactive,,20719.37,15 days
CL-0477,George Taylor,George,Taylor,,,george.taylor@example.com,,934 203 3961,845.675.5830,,7938 Washington Ave,,Philadelphia,PA,87172,Japan,,06/18/2020,07/22/24,active,Legacy client record,37254.55,30 days
CL-0478,DataGrid Corp,,,DataGrid Corp,company,legal@datagridcorp.com,,(252) 849-4094,,,7363 Main Blvd,Suite 322,Denver,CO,20803,Australia,"7363 Main Blvd, Denver, CO 20803",02/02/23,06-22-2024,Active,Legacy client record,,
CL-0479,"Robinson, Michael",Michael,Robinson,,individual,michael.robinson@example.com,,811-516-3402,Unknown,1-923-303-6973,3081 Park Dr,Suite 112,Albuquerque,NM,46070,DE,,2023-12-12,10-13-2024,Active,,49601.31,30 days
CL-0480,"Perez, Sharon",Sharon,Perez,,,sharon.perez@example.com,,1-928-375-6276,,,6308 Main Dr,Suite 236,Las Vegas,NV,82578,AU,,2022/03/06,,,,16483.92,30 days
CL-0481,"Clark, Ronald",Ronald,Clark,,individual,ronald.clark@example.com,,(969) 794-3480,,,4426 First Way,Suite 698,Washington,DC,76022,France,,04/17/2023,04 November 2023,,Legacy client record,4140.32,Net 30
CL-0482,Donna Ramirez,Donna,Ramirez,,,donna.ramirez@example.com,,655 609 5645,,,78 Washington Way,Suite 123,Las Vegas,NV,70524,US,,,21-05-2024,Active,,,
